Transcription Start;Translation Start;Translation Stop;Transcription Stop;Strand;Name;Synonym;Product;PS04;MGHM5;qValue;fold;log2(fold)
;7197932;7198711;;+;-;SCO6506;gas vesicle protein;31;42;1;0,738095238;-0,438121112
3079838;3079803;3079189;;-;-;SCO2819;hypothetical protein;34;42;1;0,80952381;-0,304854582
5162590;5162590;5162036;5162024;-;-;SCO4749;hypothetical protein;34;42;1;0,80952381;-0,304854582
4477735;4477740;4478348;4478430;+;-;SCO4084;hypothetical protein;35;42;1;0,833333333;-0,263034406
8451026;8451026;8450331;8450331;-;-;SCO7624;TetR family transcriptional regulator;35;42;1;0,833333333;-0,263034406
6004980;6004980;6005504;6005545;+;ilvH;SCO5513;acetolactate synthase 3 regulatory subunit;37;42;1;0,880952381;-0,182864057
6980408;6980436;6981524;6981828;+;-;SCO6321;hypothetical protein;37;42;1;0,880952381;-0,182864057
6380386;6380360;6378660;;-;-;SCO5829;two-component sensor;38;42;1;0,904761905;-0,144389909
7501897;7501897;7502100;7502101;+;-;SCO6744;hypothetical protein;38;42;1;0,904761905;-0,144389909
5709355;5709316;5708738;5708710;-;-;SCO5248;hypothetical protein;40;42;1;0,952380952;-0,070389328
1504319;1504319;1502793;1502705;-;-;SCO1409;hypothetical protein;43;42;1;1,023809524;0,033947332
8272128;8272128;8272493;8272606;+;-;SCO7458;hypothetical protein;43;42;1;1,023809524;0,033947332
1848816;1848816;1848412;1848313;-;-;SCO1728;GntR family transcriptional regulator;29;43;1;0,674418605;-0,56828376
6201805;6201820;6203796;6203803;+;-;SCO5693;acyl CoA dehydrogenase;30;43;1;0,697674419;-0,519374159
3640141;3640178;3641611;3641624;+;-;SCO3291;regulatory protein;34;43;1;0,790697674;-0,338801913
426833;426833;426015;425954;-;-;SCO0405;hypothetical protein;37;43;1;0,860465116;-0,216811389
200728;200728;201369;201373;+;-;SCO0210;hypothetical protein;38;43;1;0,88372093;-0,178337241
1570514;1570514;1570885;1570885;+;-;SCO1470;hypothetical protein;41;43;1;0,953488372;-0,06871275
598744;598747;599769;599775;+;-;SCO0557;MerR family transcriptional regulator;44;43;1;1,023255814;0,033166864
4096780;4096780;4096157;4096143;-;-;SCO3721;carbonic anhydrase;44;43;1;1,023255814;0,033166864
;6881335;6882126;6882126;+;-;SCO6259;sugar ABC transporter ATP-binding protein;44;43;1;1,023255814;0,033166864
;4776850;4777530;4777530;+;-;SCO4363;two component system response regulator;46;43;1;1,069767442;0,097297201
4396546;4396546;4395671;4395671;-;-;SCO4001;hypothetical protein;50;43;1;1,162790698;0,217591435
3873566;3873615;3874676;3874676;+;-;SCO3506;LacI family transcriptional regulator;51;43;1;1,186046512;0,246160587
1264656;1264656;1264183;1264183;-;-;SCO1191;MarR family transcriptional regulator;32;44;1;0,727272727;-0,459431619
7846272;7846272;7845511;7845511;-;-;SCO7056;GntR family transcriptional regulator;32;44;1;0,727272727;-0,459431619
8238079;8238014;8236383;;-;-;SCO7422;sensor histidine-kinase;32;44;1;0,727272727;-0,459431619
7209852;7210082;7210882;7210964;+;-;SCO6520;RNA polymerase sigma factor;34;44;1;0,772727273;-0,371968777
8056347;8056347;8057249;8057249;+;-;SCO7247;hypothetical protein;36;44;1;0,818181818;-0,289506617
8269446;8269446;8268376;8268376;-;-;SCO7453;hypothetical protein;37;44;1;0,840909091;-0,249978253
3114765;3114765;3115223;3115223;+;-;SCO2856;hypothetical protein;38;44;1;0,863636364;-0,211504105
219302;219302;220150;;+;-;SCO0229;short chain dehydrogenase;39;44;1;0,886363636;-0,1740294
7011048;7011086;7012171;7012171;+;-;SCO6349;transcriptional regulator;40;44;1;0,909090909;-0,137503524
4748958;4749000;4750457;4750457;+;-;SCO4334;hypothetical protein;42;44;1;0,954545455;-0,067114196
2453629;2453629;2452574;2452564;-;-;SCO2283;esterase;43;44;1;0,977272727;-0,033166864
7736107;7736107;7736880;7736880;+;-;SCO6969;hypothetical protein;43;44;1;0,977272727;-0,033166864
8607473;8607539;8608480;8608613;+;-;SCO7780;transcriptional regulator;43;44;1;0,977272727;-0,033166864
6023669;6023669;6025273;6025294;+;-;SCO5529;alpha-isopropylmalate/homocitrate synthase family transferase;44;44;1;1;0
1096518;1096518;1095280;1095272;-;-;SCO1039;regulatory protein;45;44;1;1,022727273;0,032421478
3404297;3404297;3403521;3403361;-;-;SCO3107;lipoprotein;49;44;1;1,113636364;0,155278225
3116334;3116334;3115957;;-;-;SCO2859;hypothetical protein;50;44;1;1,136363636;0,184424571
3095139;;;3095215;+;-;SCOt22;Lys tRNA;33;45;1;0,733333333;-0,447458977
4318605;4318648;4319373;4319373;+;-;SCO3925;transcriptional regulator;33;45;1;0,733333333;-0,447458977
6033256;6033266;6033463;6033463;+;-;SCO5536;hypothetical protein;34;45;1;0,755555556;-0,404390255
1165322;1165264;1164809;1164809;-;-;SCO1107;hypothetical protein;35;45;1;0,777777778;-0,362570079
;1834906;1834289;1834278;-;-;SCO1712;TetR family transcriptional regulator;37;45;1;0,822222222;-0,282399731
7327531;7327541;7328326;7328357;+;-;SCO6607;hypothetical protein;37;45;1;0,822222222;-0,282399731
2517630;2517393;2516812;2516812;-;-;SCO2347;hypothetical protein;38;45;1;0,844444444;-0,243925583
5976259;5976259;5975918;5975914;-;-;SCO5490;hypothetical protein;40;45;1;0,888888889;-0,169925001
6526903;6526903;6527715;6527715;+;-;SCO5956;regulatory protein;40;45;1;0,888888889;-0,169925001
;3746566;3744824;3744819;-;-;SCO3382;L-aspartate oxidase;42;45;1;0,933333333;-0,099535674
8173069;8173069;8172314;8172293;-;-;SCO7359;hydrolase;42;45;1;0,933333333;-0,099535674
3402554;3402554;3403453;3403745;+;-;SCO3106;lipoprotein;44;45;1;0,977777778;-0,032421478
5712582;5712608;5713246;5713246;+;-;SCO5251;acetyltransferase;44;45;1;0,977777778;-0,032421478
4499007;4499009;4499689;4499689;+;-;SCO4099;tetR family transcriptional regulator;45;45;1;1;0
6971557;6971557;6971979;6972077;+;-;SCO6311;hypothetical protein;46;45;1;1,022222222;0,03170886
4573859;4573859;4573113;;-;-;SCO4156;two-component systen response regulator;47;45;1;1,044444444;0,062735755
3835780;3835742;3834741;3834741;-;-;SCO3474;sugar kinase;49;45;1;1,088888889;0,122856748
;5026068;5027036;;+;-;SCO4602;NADH dehydrogenase subunit NuoH2;51;45;1;1,133333333;0,180572246
2699577;2699575;2698679;2698655;-;-;SCO2501;DNA-binding protein;52;45;1;1,155555556;0,208586622
6724307;6724307;6724990;6724990;+;-;SCO6119;AraC family transcription regulator;34;46;1;0,739130435;-0,436099115
4752718;4752722;4753294;4753294;+;-;SCO4338;hypothetical protein;35;46;1;0,760869565;-0,394278939
;4024598;4023366;4023366;-;-;SCO3645;hydrolase;39;46;1;0,847826087;-0,238159737
4422721;4422721;4423479;4423479;+;-;SCO4025;TetR family transcriptional regulator;39;46;1;0,847826087;-0,238159737
2498914;2498914;2499570;2499613;+;-;SCO2328;dipeptidase;40;46;1;0,869565217;-0,201633861
6161551;6161548;6160823;6160823;-;-;SCO5661;hypothetical protein;40;46;1;0,869565217;-0,201633861
3414763;3414700;3413804;3413685;-;-;SCO3114;hypothetical protein;41;46;1;0,891304348;-0,166009951
3419486;3419502;3419999;3420079;+;-;SCO3118;hypothetical protein;42;46;1;0,913043478;-0,131244533
4600336;4600336;4601412;4601412;+;-;SCO4192;hypothetical protein;42;46;1;0,913043478;-0,131244533
4899918;4899918;4899301;4899293;-;-;SCO4480;TetR family transcriptional regulator;42;46;1;0,913043478;-0,131244533
5209768;5209775;5210290;5210290;+;-;SCO4789;hypothetical protein;45;46;1;0,97826087;-0,03170886
5216958;5216958;5215942;5215942;-;-;SCO4795;hypothetical protein;45;46;1;0,97826087;-0,03170886
1231494;1231492;1230329;1230329;-;-;SCO1169;xylose isomerase;46;46;1;1;0
;5419350;5418400;5418279;-;-;SCO4980;hypothetical protein;50;46;1;1,086956522;0,120294234
7132189;7132189;7133130;7133181;+;-;SCO6448;AraC-like transcriptional regulator;51;46;1;1,108695652;0,148863386
6892335;6892353;6893207;6893207;+;-;SCO6267;hypothetical protein;56;46;1;1,217391304;0,283792966
4293733;4293666;4292389;4292389;-;-;SCO3898;hypothetical protein;35;47;1;0,744680851;-0,425305835
4463311;4463358;4464875;4464875;+;-;SCO4070;hypothetical protein;37;47;1;0,787234043;-0,345135486
4379098;4379098;4378271;4378271;-;-;SCO3976;phosphodiesterase;39;47;1;0,829787234;-0,269186633
5161627;5161764;5162000;5162000;+;-;SCO4748;hypothetical protein;39;47;1;0,829787234;-0,269186633
6148202;6148202;6149002;6149387;+;-;SCO5649;hypothetical protein;39;47;1;0,829787234;-0,269186633
7835801;7835928;7836392;;+;ccrB;SCO7044;camphor resistance protein CrcB;39;47;1;0,829787234;-0,269186633
6726270;6726270;6725692;6725690;-;-;SCO6121;transcriptional regulator;40;47;1;0,85106383;-0,232660757
6706437;6706437;6705148;6705058;-;-;SCO6105;regulatory protein;43;47;1;0,914893617;-0,128324097
3257116;3257116;3257622;3257622;+;-;SCO2987;regulatory protein;44;47;1;0,936170213;-0,095157233
4741364;4741364;4739973;4739891;-;-;SCO4329;hypothetical protein;45;47;1;0,957446809;-0,062735755
8157545;8157545;8156604;8156490;-;-;SCO7343;porphobilinogen deaminase;46;47;1;0,978723404;-0,031026896
;5024710;5026071;;+;-;SCO4601;dehydrogenase;47;47;1;1;0
8079972;8079972;8079088;8079088;-;-;SCO7270;transcriptional regulator;47;47;1;1;0
7340945;7340945;7341376;7341397;+;-;SCO6620;hypothetical protein;48;47;1;1,021276596;0,030373649
3793755;3793755;3794531;3794732;+;-;SCO3433;hypothetical protein;54;47;1;1,14893617;0,20029865
8553297;8553297;8552524;8552524;-;-;SCO7718;hypothetical protein;55;47;1;1,170212766;0,226770862
1656538;;;1656609;+;vala;SCOt05;Val tRNA;66;47;1;1,404255319;0,489805268
6864755;6864755;6865669;6865669;+;-;SCO6242;hypothetical protein;36;48;1;0,75;-0,415037499
7561923;7561923;7562825;7562825;+;-;SCO6801;LysR family transcriptional regulator;36;48;1;0,75;-0,415037499
7503082;7503082;7502204;7501859;-;-;SCO6745;hypothetical protein;40;48;1;0,833333333;-0,263034406
5756537;5756807;5759230;5759232;+;-;SCO5285;ATP-dependent protease;42;48;1;0,875;-0,192645078
7995370;7995370;7994561;7994467;-;-;SCO7191;hypothetical protein;42;48;1;0,875;-0,192645078
7347655;7347655;7348320;7348320;+;-;SCO6625;hypothetical protein;43;48;1;0,895833333;-0,158697746
3309142;3309132;3307981;3307973;-;-;SCO3025;mannose-6-phosphate isomerase;45;48;1;0,9375;-0,093109404
5260265;5260321;5261853;;+;-;SCO4829;oxidoreductase;48;48;1;1;0
3721792;3721792;3722244;3722249;+;-;SCO3364;hypothetical protein;49;48;1;1,020833333;0,029747343
3626541;3626462;3625695;3625695;-;-;SCO3283;cobalt-precorrin-6x reductase;50;48;1;1,041666667;0,058893689
6463521;6463526;6464206;6464206;+;-;SCO5898;hypothetical protein;53;48;1;1,104166667;0,142957954
4054024;4054024;4052789;4052705;-;-;SCO3672;cell surface biosynthesis associated protein;38;49;1;0,775510204;-0,366782331
5482009;5482009;5480624;5480624;-;fumC;SCO5042;fumarate hydratase;40;49;1;0,816326531;-0,292781749
2177568;2177557;2176826;2176765;-;-;SCO2027;hypothetical protein;41;49;1;0,836734694;-0,257157839
;3705382;3704768;3704768;-;-;SCO3346;transcriptional regulator;41;49;1;0,836734694;-0,257157839
4644952;4644952;4644506;4644465;-;-;SCO4239;small membrane protein;41;49;1;0,836734694;-0,257157839
;8105400;8103907;;-;-;SCO7297;two-component sensor histidine kinase;43;49;1;0,87755102;-0,188445089
3531465;3531465;3531250;3531250;-;-;SCO3218;hypothetical protein;46;49;1;0,93877551;-0,091147888
5159684;5159838;5161100;5161100;+;-;SCO4746;lipase;46;49;1;0,93877551;-0,091147888
6974066;6974066;6972975;6972975;-;-;SCO6313;hypothetical protein;49;49;1;1;0
4025462;4025406;4024591;;-;-;SCO3646;oxidoreductase;52;49;1;1,06122449;0,085729874
2165724;2165724;2165374;2165374;-;-;SCO2019;chorismate mutase;40;50;1;0,8;-0,321928095
3350894;3350888;3349758;3349758;-;-;SCO3057;dipeptidase;40;50;1;0,8;-0,321928095
1160123;1160123;1160794;1160794;+;-;SCO1102;hypothetical protein;42;50;1;0,84;-0,251538767
;2425387;2426211;2426227;+;-;SCO2258;ABC transporter;43;50;1;0,86;-0,217591435
8541365;8541365;8542072;8542072;+;-;SCO7704;TetR family transcriptional regulator;49;50;1;0,98;-0,029146346
7480106;7480244;7480945;7480945;+;-;SCO6726;endonuclease;50;50;1;1;0
767385;767385;768074;768074;+;frcK;SCO0723;fructose transport system kinase;55;50;1;1,1;0,137503524
2941203;2941209;2942201;2942201;+;-;SCO2696;2-hydroxyacid dehydrogenase;55;50;1;1,1;0,137503524
3646524;3646539;3647321;3647321;+;-;SCO3298;oxidoreductase;55;50;1;1,1;0,137503524
5414501;5414501;5413773;5413674;-;-;SCO4976;hypothetical protein;58;50;1;1,16;0,214124805
4808841;4808785;4808387;4808387;-;-;SCO4391;hypothetical protein;59;50;1;1,18;0,23878686
;1811386;1810631;1810605;-;-;SCO1691;TetR family transcriptional regulator;60;50;1;1,2;0,263034406
;4602491;4603132;4603132;+;-;SCO4194;TetR family transcriptional regulator;38;51;1;0,745098039;-0,424497829
;1537885;1536596;1536596;-;-;SCO1441;bifunctional 3,4-dihydroxy-2-butanone 4-phosphate synthase/GTP cyclohydrolase II protein;39;51;1;0,764705882;-0,387023123
8176673;8176611;8175571;8175562;-;-;SCO7362;oxidoreductase;40;51;1;0,784313725;-0,350497247
4540016;4539991;4538504;4538504;-;-;SCO4126;hypothetical protein;42;51;1;0,823529412;-0,280107919
;4082028;4082879;;+;-;SCO3705;ABC transporter membrane subunit;44;51;1;0,862745098;-0,212993723
6027803;6027804;6028388;6028388;+;-;SCO5532;transcriptional regulator;44;51;1;0,862745098;-0,212993723
1319872;1319887;1320564;1320564;+;-;SCO1247;hypothetical protein;46;51;1;0,901960784;-0,148863386
3292317;3292317;3293012;3293012;+;-;SCO3016;hypothetical protein;46;51;1;0,901960784;-0,148863386
2865913;2865913;2869209;2869209;+;-;SCO2637;serine protease;48;51;1;0,941176471;-0,087462841
4498149;;;4498221;+;-;SCOt45;Lys tRNA;48;51;1;0,941176471;-0,087462841
2322389;2322389;2322598;2322665;+;-;SCO2159;hypothetical protein;50;51;1;0,980392157;-0,028569152
6692660;6692660;6693208;6693208;+;-;SCO6092;hypothetical protein;51;51;1;1;0
2405783;2405768;2402769;2402769;-;-;SCO2234;bifunctional glutamine-synthetase adenylyltransferase/deadenyltransferase;53;51;1;1,039215686;0,055495113
7774528;7774443;7773382;7773349;-;-;SCO7001;hypothetical protein;55;51;1;1,078431373;0,108934372
1468710;;;1468591;-;rrnC;SCOr01;5S ribosomal RNA;35;52;1;0,673076923;-0,571156701
;3858431;3858303;3858272;-;-;SCO3492;hypothetical protein;38;52;1;0,730769231;-0,452512205
8301338;8301342;8302487;8302513;+;-;SCO7490;oxidoreductase;38;52;1;0,730769231;-0,452512205
8384098;8384098;8383565;8383565;-;-;SCO7560;MutT-family protein;38;52;1;0,730769231;-0,452512205
;4444079;4444873;4444873;+;-;SCO4052;glucose 1-dehydrogenase;39;52;1;0,75;-0,415037499
6109946;6109712;6109515;6109515;-;-;SCO5609;hypothetical protein;41;52;1;0,788461538;-0,342887714
2165838;2165859;2166758;2166758;+;-;SCO2020;hypothetical protein;50;52;1;0,961538462;-0,056583528
2883959;2883956;2883219;2883219;-;-;SCO2651;dehydrogenase/reductase;53;52;1;1,019230769;0,027480736
7481103;7481103;7480933;7480853;-;-;SCO6727;hypothetical protein;66;52;1;1,269230769;0,343954401
6084106;6084219;6085721;6085721;+;-;SCO5582;regulator;35;53;1;0,660377358;-0,598637438
6330388;6330388;6332565;6332565;+;-;SCO5794;kinase/phosphohydrolase;36;53;1;0,679245283;-0,557995453
7416168;7416168;7416875;7416875;+;-;SCO6676;hypothetical protein;39;53;1;0,735849057;-0,442518236
6708353;6708353;6706680;6706680;-;-;SCO6106;acyl-CoA dehydrogenase;42;53;1;0,79245283;-0,335603032
3694917;3694917;3694063;3694063;-;-;SCO3337;pyrroline-5-carboxylate reductase;47;53;1;0,886792453;-0,173331603
7446545;7446559;7449240;7449240;+;-;SCO6696;regulatory protein;47;53;1;0,886792453;-0,173331603
5724716;5724715;5723633;5723633;-;-;SCO5264;hypothetical protein;49;53;1;0,924528302;-0,11321061
952991;952991;953455;953461;+;-;SCO0908;hypothetical protein;50;53;1;0,943396226;-0,084064265
4754365;4754366;4756015;4756028;+;-;SCO4340;integrase;50;53;1;0,943396226;-0,084064265
;5517894;5519495;5519496;+;-;SCO5076;hypothetical protein;51;53;1;0,962264151;-0,055495113
3924702;3924702;3927149;3927149;+;-;SCO3550;helicase;53;53;1;1;0
1928861;1928841;1928593;1928593;-;-;SCO1800;hypothetical protein;56;53;1;1,056603774;0,079434467
4006236;4006160;4005960;4005951;-;-;SCO3627;hypothetical protein;56;53;1;1,056603774;0,079434467
4337730;4337841;4338065;4338065;+;-;SCO3942;hypothetical protein;66;53;1;1,245283019;0,316473665
3775079;3774843;3773464;3773464;-;-;SCO3408;hypothetical protein;36;54;1;0,666666667;-0,584962501
8374599;8374599;8373973;8373973;-;-;SCO7552;TetR family transcriptional regulator;43;54;1;0,796296296;-0,328622747
7936607;7936673;7939486;7939486;+;-;SCO7143;transcriptional regulator;44;54;1;0,814814815;-0,295455884
4631851;4631849;4631601;4631570;-;-;SCO4226;hypothetical protein;46;54;1;0,851851852;-0,231325546
6739466;6739466;6738552;6738542;-;mmuM;SCO6137;homocysteine methyltransferase;46;54;1;0,851851852;-0,231325546
2615125;2615125;2616336;;+;-;SCO2437;hypothetical protein;50;54;1;0,925925926;-0,111031312
4689921;4689921;4688500;4688500;-;-;SCO4273;metallopeptidase;54;54;1;1;0
8611628;8611643;8612263;8612263;+;-;SCO7785;transcriptional regulator;54;54;1;1;0
7969163;7969170;7969406;7969406;+;-;SCO7172;hypothetical protein;55;54;1;1,018518519;0,026472211
3280662;3280662;3281837;3282051;+;-;SCO3007;hypothetical protein;57;54;1;1,055555556;0,078002512
1449613;1449613;1448786;1448743;-;-;SCO1372;hypothetical protein;58;54;1;1,074074074;0,103093493
5602383;5602439;5603170;5603170;+;-;SCO5155;lipoprotein;58;54;1;1,074074074;0,103093493
2091611;2091602;2091177;2091144;-;-;SCO1955;iron sulfur binding protein;59;54;1;1,092592593;0,127755547
8631557;8631557;8632408;8632408;+;-;SCO7813;hypothetical protein;59;54;1;1,092592593;0,127755547
7428446;7428452;7433488;7433496;+;-;SCO6687;DNA-binding protein;39;55;1;0,709090909;-0,495957495
1388832;1388832;1388275;1388261;-;-;SCO1311;hypothetical protein;45;55;1;0,818181818;-0,289506617
4103970;4103970;4103188;4103096;-;-;SCO3729;regulatory protein;45;55;1;0,818181818;-0,289506617
5351076;5350768;5349119;5349119;-;-;SCO4916;phosphomannomutase;46;55;1;0,836363636;-0,257797757
4244573;4244573;4246303;4246303;+;-;SCO3860;Ser/Thr protein kinase;47;55;1;0,854545455;-0,226770862
4101508;4101508;4100888;4100881;-;-;SCO3726;hypothetical protein;49;55;1;0,890909091;-0,166649869
4031294;4031294;4030362;4030362;-;-;SCO3652;hypothetical protein;52;55;1;0,945454545;-0,080919995
1739028;1739097;1740071;1740144;+;-;SCO1625;ribosomal pseudouridine synthase;53;55;1;0,963636364;-0,053439259
1574447;1574419;1573487;1573487;-;fmt;SCO1473;methionyl-tRNA formyltransferase;54;55;1;0,981818182;-0,026472211
;5997339;5995996;5995881;-;-;SCO5508;oxidoreductase;57;55;1;1,036363636;0,051530301
5808916;5809171;5809434;5809470;+;-;SCO5335;hypothetical protein;63;55;1;1,145454545;0,19592021
8216426;8216082;8214910;8214910;-;-;SCO7402;lyase;38;56;1;0,678571429;-0,559427409
;2052116;2051523;2051514;-;-;SCO1917;hypothetical protein;39;56;1;0,696428571;-0,521952703
1379752;1379752;1379126;1379109;-;-;SCO1302;hypothetical protein;43;56;1;0,767857143;-0,381090167
1389539;1389568;1390425;1390425;+;-;SCO1313;hypothetical protein;44;56;1;0,785714286;-0,347923303
1370791;1370791;1372479;1372638;+;-;SCO1296;hypothetical protein;46;56;1;0,821428571;-0,283792966
8019808;8019808;8019248;8019200;-;-;SCO7215;hypothetical protein;48;56;1;0,857142857;-0,222392421
;4599453;4600274;4600274;+;-;SCO4191;hydrolase;53;56;1;0,946428571;-0,079434467
2885480;2885483;2886067;2886067;+;-;SCO2654;hypothetical protein;55;56;1;0,982142857;-0,025995209
5975874;5975874;5974936;5974936;-;-;SCO5489;hypothetical protein;55;56;1;0,982142857;-0,025995209
7881841;7881841;7884639;7884639;+;-;SCO7093;transcriptional regulator;55;56;1;0,982142857;-0,025995209
2003821;2003753;2003040;2003040;-;-;SCO1869;hypothetical protein;57;56;1;1,017857143;0,025535092
7012861;7012868;7013566;7013927;+;-;SCO6351;hypothetical protein;63;56;1;1,125;0,169925001
4393617;4393617;4392274;4392257;-;-;SCO3998;hypothetical protein;44;57;1;0,771929825;-0,373458396
2296348;2296332;2295175;2295175;-;-;SCO2134;hypothetical protein;47;57;1;0,824561404;-0,278301162
8126920;8126915;8125470;8125434;-;-;SCO7319;oxidoreductase;50;57;1;0,877192982;-0,189033824
