Transcription Start;Translation Start;Translation Stop;Transcription Stop;Strand;Name;Synonym;Product;PS04;MGP10;qValue;fold;log2
4285139;;;4285058;-;-;predicted RNA;-;121;224;0,160373316;0,540178571;-0,888491685
4959381;4959303;4957723;4957723;-;-;SCO4541;hypothetical protein;150;224;0,878430666;0,669642857;-0,578536232
6016415;6016567;6017655;6017818;+;-;SCO5523;branched-chain amino acid aminotransferase;215;224;0,117518601;0,959821429;-0,059162072
2502770;2502808;2504463;2504498;+;-;SCO2334;hypothetical protein;221;224;0,021395179;0,986607143;-0,019452363
1622946;1622716;1621004;1621001;-;secD;SCO1516;preprotein translocase subunit SecD;235;224;0,008155304;1,049107143;0,069162025
5706013;5706013;5705753;5705560;-;-;SCO5245;hypothetical protein;198;225;1;0,88;-0,184424571
6253368;6253335;6252847;;-;-;SCO5733;hypothetical protein;198;225;0,964705973;0,88;-0,184424571
2647748;;;2647781;+;-;predicted RNA;-;244;225;1;1,084444444;0,116956146
2207858;2207858;2207142;2206896;-;-;SCO2059;hypothetical protein;293;225;0,009054492;1,302222222;0,380975663
;968641;967895;967787;-;-;SCO0922;succinate dehydrogenase/fumarate reductase iron-sulfur subunit;315;225;0,0021813;1,4;0,485426827
4101626;4101639;4102223;4102287;+;-;SCO3727;stress response protein;339;225;0,002962213;1,506666667;0,591360272
5365958;5365963;5367501;5367507;+;hutH;SCO4932;histidine ammonia-lyase;441;225;9,57E-13;1,96;0,970853654
6575144;6574715;6573186;6572561;-;-;SCO5998;UDP-N-acetylglucosamine transferase;600;225;2,89E-26;2,666666667;1,415037499
3380976;;;3380890;-;bldA;SCOt24;Leu tRNA;167;226;0,658583898;0,738938053;-0,43647467
218027;218019;217315;217315;-;-;SCO0226;hypothetical protein;174;226;0,999089058;0,769911504;-0,377235467
;5339528;5337921;;-;-;SCO4906;sensor kinase;195;226;0,134635883;0,862831858;-0,212848649
3022766;3022836;3023624;3023767;+;-;SCO2771;hypothetical protein;215;226;0,246952204;0,951327434;-0,071986113
3456597;3456597;3457136;3457165;+;-;SCO3155;hypothetical protein;258;226;0,138050619;1,14159292;0,191048293
4186688;4186627;4185833;4185827;-;-;SCO3807;hydrolase;291;226;0,006406553;1,287610619;0,36469638
4862781;4862311;4859813;4859773;-;-;SCO4439;D-alanyl-D-alanine carboxypeptidase;306;226;1,39E-04;1,353982301;0,43720888
1023042;1023053;1023964;1023988;+;-;SCO0971;LysR family transcriptional regulator;174;227;0,768884407;0,766519824;-0,383604991
4864494;;;4864090;-;-;predicted RNA;antisense: SCO4441;181;227;1;0,797356828;-0,3267026
2098289;2098289;2098945;2099018;+;-;SCO1960;hydrolase;218;227;0,350107371;0,960352423;-0,058364163
4590999;4591019;4591984;4592314;+;-;SCO4181;hypothetical protein;224;227;0,103131009;0,986784141;-0,019193565
1652565;1652535;1652074;1651944;-;-;SCO1543;hypothetical protein;255;227;0,222736427;1,123348018;0,16780495
2838663;2838482;2837148;2837142;-;-;SCO2614;folylpolyglutamate synthase;293;227;3,13E-04;1,290748899;0,368208367
5107239;5107239;5106331;5106331;-;-;SCO4675;hypothetical protein;335;227;2,06E-04;1,475770925;0,561468798
3426481;3426533;3427051;3427055;+;-;SCO3126;hypothetical protein;134;228;0,878493763;0,587719298;-0,766800824
1285363;;;1285428;+;-;predicted RNA;-;155;228;0,511456745;0,679824561;-0,556765609
7862952;7862873;7861881;7861881;-;-;SCO7073;dihydroxyacetone kinase subunit DhaK;170;228;0,815113743;0,745614035;-0,423499078
3685341;3685341;3684694;3684618;-;-;SCO3333;hydrolase;177;228;1;0,776315789;-0,365284464
5357191;5357055;5355283;5355267;-;-;SCO4921;acyl-CoA carboxylase complex A subunit;229;228;0,013741173;1,004385965;0,006313774
4490805;;;4490732;-;-;SCOt42;Phe tRNA;82;229;0,006068958;0,358078603;-1,481651783
3033321;;;3033341;+;-;predicted RNA;-;180;229;0,658953064;0,786026201;-0,347350692
1969468;1969468;1970052;1970396;+;-;SCO1841;hypothetical protein;253;229;0,149267648;1,104803493;0,143789787
3369391;3369364;3368495;3368495;-;-;SCO3075;transcriptional regulator;292;229;0,00497587;1,27510917;0,350620771
3699921;3699889;3699215;3699215;-;-;SCO3342;glycine-rich hypothetical protein;398;229;3,25E-05;1,737991266;0,797420832
5053559;;;5053814;+;-;predicted RNA;antisense: SCO4631;45;230;5,25E-14;0,195652174;-2,353636955
1798548;1798561;1799088;1799102;+;-;SCO1679;gluconokinase;121;230;0,51885696;0,526086957;-0,926626814
1880323;1880298;1878820;1878805;-;engA;SCO1758;GTP-binding protein EngA;183;230;0,325756575;0,795652174;-0,329790213
5658833;5658833;5659291;5659649;+;-;SCO5201;moaE-like protein;221;230;0,677875399;0,960869565;-0,057587492
;5594358;5595347;5595704;+;-;SCO5148;hypothetical protein;266;230;0,015153452;1,156521739;0,209792385
7158338;7158338;7157133;7157002;-;-;SCO6469;acyl-CoA dehydrogenase;164;231;0,831740059;0,70995671;-0,494197037
4909561;4909526;4909224;4908976;-;-;SCO4489;hypothetical protein;218;231;1;0,943722944;-0,083564717
3283832;;;3283792;-;-;predicted RNA;-;247;231;1;1,069264069;0,09661819
5340384;5340552;5341142;5341257;+;-;SCO4908;RNA polymerase sigma factor;294;231;0,029967373;1,272727273;0,347923303
1659144;1659144;1660625;1660656;+;-;SCO1551;protein kinase;328;231;8,89E-06;1,41991342;0,505802963
2348649;2348740;2351439;2351453;+;-;SCO2183;2-oxoacid dehydrogenase subunit E1;359;231;2,34E-06;1,554112554;0,636090992
7514896;7514896;7515657;7515680;+;-;SCO6758;ABC transporter ATP-binding protein;157;232;1;0,676724138;-0,563360246
6352819;6352819;6353724;6353893;+;-;SCO5809;hydrolase;210;232;0,269544512;0,905172414;-0,143735477
6241020;6241070;6242596;6242596;+;-;SCO5721;hypothetical protein;227;232;0,026557448;0,978448276;-0,031432508
4702952;4702952;4703206;4703387;+;-;SCO4287;hypothetical protein;259;232;0,64853452;1,11637931;0,158827293
3989980;3989980;3990816;3991096;+;-;SCO3611;hypothetical protein;302;232;0,004093805;1,301724138;0,380423744
3741229;3741220;3740711;3740663;-;-;SCO3376;N-acetylglutamate synthase;219;233;0,624251056;0,939914163;-0,089399085
3064678;3064780;3065769;3065875;+;-;SCO2807;hypothetical protein;220;233;0,150054568;0,944206009;-0,082826431
1875975;1875975;1875760;1875620;-;-;SCO1754;hypothetical protein;253;233;0,82734938;1,08583691;0,11880743
2069954;2069957;2071480;;+;-;SCO1937;glucose-6-phosphate 1-dehydrogenase;293;233;2,26E-04;1,25751073;0,33057071
4228917;4228917;4230464;4230491;+;-;SCO3845;protein phosphatase;308;233;5,99E-05;1,321888412;0,402600396
1768223;1768285;1769139;1769145;+;-;SCO1653;hypothetical protein;338;233;3,92E-04;1,450643777;0,536693292
3303373;3303453;3304409;3304409;+;-;SCO3021;hypothetical protein;350;233;7,28E-05;1,502145923;0,587024967
;2431449;2431192;2430886;-;-;SCO2261;hypothetical protein;230;234;1;0,982905983;-0,024874669
1936698;1936657;1934027;1934021;-;-;SCO1806;ABC transporter ATP-binding protein;273;234;0,001982858;1,166666667;0,222392421
5964977;;;5965020;+;-;predicted RNA;-;281;234;1;1,200854701;0,264061601
5892859;;;5892388;-;-;predicted RNA;antisense: SCO5422;73;235;6,40E-05;0,310638298;-1,686692388
2972210;2972229;2973086;2973264;+;-;SCO2725;lipoprotein;216;235;0,261657561;0,919148936;-0,121629444
;7396683;7395031;7395030;-;pgi;SCO6659;glucose-6-phosphate isomerase;441;235;8,22E-12;1,876595745;0,908117899
1658283;;;1658198;-;-;predicted RNA;-;51;236;3,48E-07;0,216101695;-2,210217707
4829623;;;4829368;-;-;predicted RNA;-;172;236;1;0,728813559;-0,456378295
3376108;3375828;3375535;3375102;-;-;SCO3081;hypothetical protein;181;236;1;0,766949153;-0,382797162
3404432;3404444;3404641;3404663;+;-;SCO3108;hypothetical protein;243;236;1;1,029661017;0,042169454
4043052;4043047;4040450;4040437;-;-;SCO3661;ATP-dependent protease ATP-binding subunit;243;236;0,013665603;1,029661017;0,042169454
1286636;1286676;1287626;1287636;+;-;SCO1215;hypothetical protein;259;236;0,031568191;1,097457627;0,134165238
2787017;2787290;2788498;2789063;+;-;SCO2582;hypothetical protein;259;236;0,011250329;1,097457627;0,134165238
5271519;5271519;5272538;5272542;+;-;SCO4839;tryptophanyl-tRNA synthetase;215;237;0,19835303;0,907172996;-0,140550399
6055700;6055700;6055467;6055096;-;-;SCO5557;hypothetical protein;281;237;0,505801219;1,185654008;0,245683071
3306759;3306612;3305155;3305147;-;-;SCO3023;S-adenosyl-L-homocysteine hydrolase;339;237;6,70E-06;1,430379747;0,516398214
4239197;4239112;4238399;4238366;-;-;SCO3853;hypothetical protein;152;238;1;0,638655462;-0,64689025
5087622;5087653;5088690;5088776;+;-;SCO4658;glucosyltransferase;185;238;0,605432726;0,777310924;-0,363436303
6038785;6038754;6035419;6035419;-;-;SCO5540;hypothetical protein;218;238;0,012985182;0,915966387;-0,126633439
3717631;3717647;3719170;3719657;+;-;SCO3359;sensory histidine kinase contains hydrophobic membrane spanning regions;267;238;0,002707897;1,121848739;0,165878168
1950157;1950275;1950754;1950754;+;-;SCO1820;hypothetical protein;374;238;0,002684713;1,571428571;0,652076697
527838;527838;526786;526784;-;-;SCO0494;iron-siderophore binding lipoprotein;98;239;0,150054568;0,410041841;-1,286156964
6502846;;;6503076;+;-;predicted RNA;antisense: SCO5933;141;239;0,409003421;0,589958159;-0,761315456
6761451;6761426;6760581;6760581;-;-;SCO6158;hypothetical protein;149;239;1;0,623430962;-0,681698288
4343530;4343538;4347056;4347160;+;-;SCO3947;ABC transporter;356;239;5,14E-08;1,489539749;0,574866623
4748527;;;4748482;-;-;predicted RNA;-;129;240;0,191763097;0,5375;-0,89566334
2490132;2490169;2490921;2490991;+;-;SCO2319;TetR family transcriptional regulator;172;240;1;0,716666667;-0,480625841
5358501;5358501;5357881;5357720;-;-;SCO4923;hypothetical protein;237;240;0,283587601;0,9875;-0,018147347
6934007;;;6933829;-;-;predicted RNA;antisense: SCO6277;261;240;0,920212659;1,0875;0,121015401
;5705092;5704007;5703850;-;-;SCO5243;RNA polymerase sigma factor;267;240;0,015637269;1,1125;0,153805336
6682719;6682745;6683479;6683731;+;-;SCO6084;DNA polymerase III subunit epsilon;296;240;0,012988272;1,233333333;0,30256277
1780269;1780273;1781889;1782022;+;-;SCO1661;glycerol-3-phosphate dehydrogenase;462;240;1,75E-12;1,925;0,944858446
6264160;6264160;6264615;6264631;+;-;SCO5740;hypothetical protein;179;241;1;0,742738589;-0,429073559
;2733319;2733693;2733924;+;-;SCO2535;hypothetical protein;241;241;0,687160481;1;0
743437;743394;742816;742794;-;-;SCO0702;regulator;285;241;0,064381781;1,182572614;0,241928773
6182208;6182246;6183691;6184483;+;-;SCO5679;aldehyde dehydrogenase;193;242;0,314900837;0,797520661;-0,3264062
1463926;1463926;1463072;1463072;-;-;SCO1385;hypothetical protein;194;242;0,609418976;0,801652893;-0,318950395
5654618;5654618;5655373;5655387;+;-;SCO5197;hypothetical protein;238;242;0,176012987;0,983471074;-0,024045474
5587654;;;5587667;+;-;predicted RNA;-;245;242;0,923668808;1,012396694;0,017774702
4424566;4424566;4425387;4425387;+;-;SCO4028;hypothetical protein;110;243;0,285428786;0,452674897;-1,14345279
;1889098;1888427;;-;-;SCO1769;hypothetical protein;217;243;0,45942654;0,893004115;-0,163261271
2786986;;;2786909;-;-;predicted RNA;-;257;243;1;1,057613169;0,080812046
5456884;5456892;5457902;5458017;+;-;SCO5023;hypothetical protein;257;243;0,040922814;1,057613169;0,080812046
3342940;3342928;3341888;3341373;-;-;SCO3050;hypothetical protein;270;243;0,018234005;1,111111111;0,152003093
1926716;1926662;1926231;1926054;-;-;SCO1797;hypothetical protein;434;243;3,33E-04;1,78600823;0,836738729
5121940;;;5121646;-;-;predicted RNA;antisense: SCO4697;529;243;4,61E-05;2,176954733;1,122311409
3809958;3809930;3809247;3809247;-;-;SCO3447;transcriptional regulator;144;244;1;0,590163934;-0,760812336
3056439;;;3057042;+;-;predicted RNA;antisense: SCO2799;164;244;1;0,672131148;-0,573185333
2363039;2363105;2363320;2363401;+;-;SCO2195;hypothetical protein;194;244;1;0,795081967;-0,330824495
4761046;4761000;4759891;4759465;-;-;SCO4346;hypothetical protein;203;244;0,319957179;0,831967213;-0,26540142
4043976;4043991;4045001;;+;-;SCO3664;regulatory protein;237;244;0,100653498;0,971311475;-0,041994089
;5685768;5684737;5684466;-;-;SCO5225;ribonucleotide-diphosphate reductase small chain;246;244;0,066233026;1,008196721;0,011777168
;2055714;2055397;2055390;-;-;SCO1923;dioxygenase ferredoxin subunit;282;244;0,369293697;1,155737705;0,208814015
4337683;4337643;4336537;4336529;-;-;SCO3941;Ser/Thr protein kinase;317;244;6,30E-04;1,299180328;0,377601693
2271948;;;2271916;-;-;predicted RNA;-;156;245;0,453640672;0,636734694;-0,65123572
4317599;4317599;4317222;4317219;-;-;SCO3922;hypothetical protein;212;245;1;0,865306122;-0,208717484
1171863;1171863;1172540;;+;-;SCO1114;uracil-DNA glycosylase;235;245;0,265603842;0,959183673;-0,060120992
8355513;8355539;8357758;8357772;+;-;SCO7536;hypothetical protein;55;246;4,04E-08;0,223577236;-2,161154792
5006090;5006187;5007449;5007501;+;-;SCO4584;hypothetical protein;156;246;1;0,634146341;-0,657112286
2782384;2782384;2782151;2782079;-;-;SCO2574;hypothetical protein;182;246;1;0,739837398;-0,434719865
4182979;4183022;4183273;4183319;+;-;SCO3802;hypothetical protein;193;246;1;0,784552846;-0,350057468
3358779;3358788;3359225;3359225;+;-;SCO3065;hypothetical protein;203;246;1;0,825203252;-0,277178588
;4471198;4471878;;+;-;SCO4078;phosphoribosylformylglycinamidine synthase I;305;246;0,015252203;1,239837398;0,310150927
1927594;1927514;1926717;1926717;-;-;SCO1798;ABC transporter ATP-binding protein;339;246;0,001399649;1,37804878;0,462626958
2080118;2080008;2078797;2078797;-;pgk;SCO1946;phosphoglycerate kinase;409;246;7,85E-08;1,662601626;0,733442528
6785476;;;6785219;-;-;predicted RNA;antisense: SCO6180;162;247;0,867984788;0,655870445;-0,608517229
7513937;7513947;7514876;7514895;+;-;SCO6757;ABC transporter membrane protein;170;247;1;0,688259109;-0,538976295
1084323;1084395;1085219;1085219;+;-;SCO1026;transcriptional regulator;254;247;0,079861363;1,028340081;0,040317455
3787844;3787801;3786977;3786977;-;-;SCO3421;hypothetical protein;312;247;0,005520762;1,263157895;0,337034987
1700932;1700944;1701855;1702050;+;-;SCO1591;3-hydroxybutyryl-CoA dehydrogenase;388;247;1,80E-05;1,570850202;0,651545611
1763898;1763806;1762040;1762034;-;-;SCO1648;ATPase AAA;585;247;1,49E-20;2,368421053;1,243925583
6663298;6663344;6663991;6664027;+;-;SCO6071;A-factor receptor-like protein;123;248;0,462513057;0,495967742;-1,011681805
7513882;;;7513936;+;-;predicted RNA;-;128;248;0,130398674;0,516129032;-0,95419631
;1915100;1914468;1914448;-;-;SCO1790;hypothetical protein;185;248;1;0,745967742;-0,42281485
4917934;4917934;4918656;4919298;+;-;SCO4499;TetR family transcriptional regulator;214;248;0,476362628;0,862903226;-0,212729324
1562157;1562157;1561471;1561433;-;-;SCO1464;ribulose-phosphate 3-epimerase;228;248;0,345690877;0,919354839;-0,121306296
2647782;2647782;2649230;2649230;+;-;SCO2462;sugar kinase;348;248;1,05E-05;1,403225806;0,488747185
6104053;;;6104096;+;-;predicted RNA;-;190;249;0,777896911;0,763052209;-0,390146324
;6845987;6845172;6845168;-;-;SCO6224;hypothetical protein;194;249;0,727834089;0,779116466;-0,36008909
2522814;2522814;2523149;2523419;+;-;SCO2354;hypothetical protein;361;249;0,03253935;1,449799197;0,535853095
5103021;;;5104451;+;-;predicted RNA;antisense: SCO4672;450;249;9,50E-11;1,807228916;0,853779259
2309940;2309915;2308851;2308851;-;trpD;SCO2147;anthranilate phosphoribosyltransferase;202;250;0,398233002;0,808;-0,307572802
5946399;5946399;5947166;5947166;+;-;SCO5459;enoyl-CoA hydratase;328;250;0,003577689;1,312;0,39176772
3741617;3741604;3741230;3741230;-;-;SCO3377;hypothetical protein;131;251;0,363399727;0,521912351;-0,938120552
4884908;4884893;4884219;4883878;-;-;SCO4464;hydrolase;184;251;1;0,733067729;-0,447981598
1462072;1462033;1461293;1461210;-;-;SCO1383;hypothetical protein;195;251;0,821543795;0,77689243;-0,36421324
1748002;1747935;1745083;1745070;-;-;SCO1631;helicase;232;251;0,020934092;0,924302789;-0,113562559
2249934;2249934;2250947;;+;-;SCO2094;regulatory protein;333;251;6,43E-04;1,326693227;0,407834813
3650616;;;3650629;+;-;predicted RNA;-;350;251;1;1,394422311;0,479667558
6108747;6108755;6109456;6109462;+;-;SCO5608;hypothetical protein;210;252;0,616636837;0,833333333;-0,263034406
;3088674;3089375;;+;-;SCO2829;amino acid ABC transporter transmembrane protein;350;252;0,00196743;1,388888889;0,473931188
1077478;1077501;1078328;1078328;+;-;SCO1022;hypothetical protein;536;252;4,68E-11;2,126984127;1,088809267
4290216;4290216;4291667;4291893;+;-;SCO3896;RNA nucleotidyltransferase;174;253;0,7746867;0,687747036;-0,540050079
2766507;2766456;2764588;2764552;-;-;SCO2562;GTP-binding protein LepA;203;254;0,284146275;0,799212598;-0,32334877
1474741;1474827;1476497;1476521;+;-;SCO1391;phosphoenolpyruvate-protein phosphotransferase;375;254;7,72E-07;1,476377953;0,562062099
1673238;1673238;1673654;1673810;+;-;SCO1562;hypothetical protein;439;254;6,78E-04;1,728346457;0,789392443
1880348;;;1880324;-;-;predicted RNA;-;105;255;0,061344722;0,411764706;-1,280107919
6656904;6656904;6657866;6657983;+;-;SCO6065;substrate-binding protein;153;255;1;0,6;-0,736965594
6059639;6060199;6061167;;+;-;SCO5562;thiamine monophosphate kinase;178;255;1;0,698039216;-0,518620006
;6100668;6102008;;+;-;SCO5597;signal peptidase I;171;256;0,890158365;0,66796875;-0,582147485
3649731;;;3649754;+;-;predicted RNA;-;193;256;0,722049726;0,75390625;-0,407542963
1145024;1145088;1145816;1146017;+;-;SCO1085;acyltransferase;93;257;0,017321627;0,361867704;-1,466465738
5831498;5831498;5832343;5832343;+;-;SCO5361;methylase;140;258;1;0,542635659;-0,881944238
1284562;1284562;1285290;1285362;+;-;SCO1213;hypothetical protein;209;258;0,653126859;0,810077519;-0,303868123
1916377;1916356;1915097;;-;-;SCO1791;hypothetical protein;243;258;0,06413941;0,941860465;-0,086414752
8092023;8092023;8093006;8093157;+;-;SCO7286;oxidoreducatse;300;258;0,008779798;1,162790698;0,217591435
3332598;;;3332362;-;-;predicted RNA;antisense: SCO3043;312;258;0,411923111;1,209302326;0,274174963
6419068;;;6418740;-;-;predicted RNA;antisense: SCO5861;329;258;0,137703837;1,275193798;0,350716518
;1907228;1906323;1906241;-;ppnK;SCO1781;inorganic polyphosphate/ATP-NAD kinase;385;258;6,87E-05;1,492248062;0,57748738
5664562;;;5664635;+;-;SCOt52;Met tRNA;232;259;1;0,895752896;-0,158827293
3993061;;;3992984;-;-;predicted RNA;-;275;259;1;1,061776062;0,086479521
2375406;2375406;2376335;2376335;+;-;SCO2211;hypothetical protein;278;259;0,035465955;1,073359073;0,102132785
5823505;5823511;5824569;5824641;+;-;SCO5355;threonine synthase;338;259;5,13E-04;1,305019305;0,384071149
5485469;5485418;5483742;5483727;-;-;SCO5044;fumarate hydratase class I;385;259;6,12E-07;1,486486486;0,571906348
6006642;6006860;6008449;6008514;+;-;SCO5515;D-3-phosphoglycerate dehydrogenase;462;259;1,31E-10;1,783783784;0,834940754
6058385;6058385;6059554;6059569;+;ddl;SCO5560;D-alanyl-alanine synthetase A;210;260;0,332533476;0,807692308;-0,308122295
5108133;;;5108611;+;-;predicted RNA;antisense: SCO4677;240;260;0,637696023;0,923076923;-0,115477217
4545728;4545646;4545338;4545263;-;-;SCO4131;hypothetical protein;249;260;0,907822291;0,957692308;-0,062365881
5960001;5960021;5960788;5960794;+;-;SCO5474;hypothetical protein;292;260;0,03014738;1,123076923;0,167456746
2854792;2854591;2854112;2854060;-;-;SCO2627;ribose-5-phosphate isomerase B;384;260;0,00527568;1,476923077;0,562594688
;7399386;7397608;;-;-;SCO6661;glucose-6-phosphate 1-dehydrogenase;580;260;1,24E-16;2,230769231;1,157541277
4640805;4640855;4641799;4641922;+;-;SCO4236;tRNA/rRNA methyltransferase;158;261;1;0,605363985;-0,724125248
